drug,disease
CHEBI:44185,MONDO:0005627
CHEBI:22907,MONDO:0009348
CHEBI:194135,MONDO:0005970
CHEBI:5613,UMLS:C0221765
CHEBI:3510,UMLS:C0554628
CHEBI:8081,MONDO:0005299
CHEBI:9421,UMLS:C2887097
CHEBI:8378,UMLS:C0549398
CHEBI:16664,UMLS:C0338437
CHEBI:17650,MONDO:0005011
CHEBI:2956,UMLS:C0276026
CHEBI:5280,MONDO:0005867
CHEBI:9667,MONDO:0018908
CHEBI:91408,MONDO:0044903
CHEBI:8382,MONDO:0043789
CHEBI:9741,MONDO:0006004
CHEBI:59477,MONDO:0024343
CHEBI:100241,UMLS:C0276088
CHEBI:8382,MONDO:0004967
CHEBI:499361,EFO:0006911
CHEBI:27902,MONDO:0006668
CHEBI:53426,MONDO:0006733
CHEBI:9763,UMLS:C0269398
CHEBI:2955,MONDO:0005800
CHEBI:7476,MONDO:0005393
CHEBI:3491,MONDO:0006816
CHEBI:38940,UMLS:C4305467
CHEBI:9667,MONDO:0006594
CHEBI:7454,UMLS:C0002915
CHEBI:3723,MONDO:0007079
UNII:55MOB566V7,UMLS:C0553656
CHEBI:8346,HP:0001742
CHEBI:49575,MONDO:0002125
CHEBI:100246,MONDO:0005246
UNII:1PON08459R,MONDO:0007263
CHEBI:34829,UMLS:C1275687
CHEBI:141517,MONDO:0100077
CHEBI:44185,MONDO:0002629
CHEBI:3697,UMLS:C0343402
CHEBI:6762,MONDO:0005642
UNII:60UAB198HK,MONDO:0000618
CHEBI:6888,MONDO:0006547
CHEBI:17076,MONDO:0005247
CHEBI:3160,EFO:0006865
CHEBI:16962,UMLS:C0033775
CHEBI:28262,MONDO:0018301
CHEBI:194135,MONDO:0004652
CHEBI:41879,MONDO:0005101
UNII:4W0459ZA4V,UMLS:C0339932
CHEBI:4636,MONDO:0004980
CHEBI:43415,HP:0100607
CHEBI:46557,MONDO:0005382
CHEBI:31933,MONDO:0005324
UNII:15C2VL427D,MONDO:0041093
CHEBI:4975,MONDO:0006896
CHEBI:36560,UMLS:C0043250
CHEBI:27690,HP:0000969
CHEBI:17650,MONDO:0018479
CHEBI:30411,MONDO:0008228
CHEBI:16359,MONDO:0008948
CHEBI:27953,MONDO:0005338
UNII:D99YVK4L0X,MONDO:0005036
CHEBI:34683,MONDO:0000313
CHEBI:71415,UMLS:C0577708
CHEBI:72564,MONDO:0100342
CHEBI:31360,MONDO:0021063
CHEBI:100246,UMLS:C0158371
CHEBI:78320,MONDO:0006547
CHEBI:8884,GO:0090075
CHEBI:8357,UMLS:C1444173
CHEBI:31355,MONDO:0008170
CHEBI:5108,UMLS:C0406326
CHEBI:6823,HP:0031417
CHEBI:3504,UMLS:C0275556
UNII:55MOB566V7,UMLS:C1698510
UNII:K6BUU8J72P,MONDO:0005354
CHEBI:63791,MONDO:0009693
CHEBI:194135,UMLS:C0275652
CHEBI:8107,MONDO:0005384
CHEBI:74460,MONDO:0001405
CHEBI:35045,MONDO:0001461
CHEBI:9587,UMLS:C0155860
CHEBI:65173,MONDO:0005090
CHEBI:102484,MONDO:0001797
CHEBI:691037,UMLS:C0406326
CHEBI:18208,MONDO:0021680
CHEBI:8382,MONDO:0019444
CHEBI:8426,HP:0002149
CHEBI:133011,MONDO:0005834
CHEBI:34895,UMLS:C0700589
CHEBI:28748,MONDO:0005447
CHEBI:177836,MONDO:0005105
CHEBI:135772,UMLS:C0275652
CHEBI:50730,MONDO:0005002
CHEBI:135708,MONDO:0001126
CHEBI:17115,MONDO:0006052
CHEBI:23765,MONDO:0005249
CHEBI:5109,UMLS:C0149922
CHEBI:7476,HP:0031417
UNII:DPT0O3T46P,MONDO:0002447
CHEBI:63599,MONDO:0000612
CHEBI:42355,UMLS:C0729586
UNII:LKC0U3A8NJ,HP:0003124
CHEBI:16469,HP:0031217
CHEBI:6888,UMLS:C0406326
CHEBI:50845,MONDO:0005664
CHEBI:100246,UMLS:C0339933
CHEBI:9328,HP:0200042
CHEBI:7627,MONDO:0011438
CHEBI:6456,MONDO:0004872
CHEBI:553473,MONDO:0001080
CHEBI:4392,MONDO:0100338
CHEBI:2955,MONDO:0004785
CHEBI:4513,HP:0001907
CHEBI:6722,UMLS:C1562029
CHEBI:41879,MONDO:0011849
UNII:6M3P64V0NC,MONDO:0002268
UNII:28X28X9OKV,MONDO:0008433
CHEBI:36773,HP:0003418
CHEBI:473990,MONDO:0005344
CHEBI:3480,MONDO:0005247
CHEBI:7459,MONDO:0011122
CHEBI:17833,UMLS:C0854211
UNII:RSA8KO39WH,MONDO:0004967
CHEBI:31932,MONDO:0005044
GO:0060096,MONDO:0002050
CHEBI:28001,UMLS:C0152965
CHEBI:28748,MONDO:0002691
CHEBI:50838,UMLS:C0700589
CHEBI:31677,MONDO:0005377
UNII:1FQ2RY5YHH,HP:0002153
CHEBI:8768,MONDO:0005412
CHEBI:4470,MONDO:0003014
CHEBI:465284,HP:0004763
CHEBI:94615,MONDO:0004995
CHEBI:17933,MONDO:0006946
CHEBI:31264,HP:0000989
CHEBI:39098,MONDO:0003471
CHEBI:229643,MONDO:0100431
UNII:DTI67O9503,UMLS:C0342751
CHEBI:180653,MONDO:0100096
CHEBI:17026,MONDO:0005133
CHEBI:68551,UMLS:C1868889
UNII:TL60C27RLH,MONDO:0019193
UNII:I284LJY110,MONDO:0011996
CHEBI:17303,UMLS:C0278140
CHEBI:7601,MONDO:0006896
CHEBI:204928,UMLS:C0456107
CHEBI:3480,UMLS:C0577708
UNII:2S9ZZM9Q9V,MONDO:0007256
CHEBI:45924,UMLS:C0729586
CHEBI:90877,MONDO:0021063
CHEBI:59177,HP:0012735
CHEBI:27902,MONDO:0019360
CHEBI:3515,UMLS:C0343402
CHEBI:46345,MONDO:0009831
CHEBI:90951,UMLS:C0392164
CHEBI:135121,HP:0031246
CHEBI:124991,MONDO:0005972
CHEBI:31794,MONDO:0018100
CHEBI:94411,MONDO:0001126
CHEBI:5134,MONDO:0005002
CHEBI:232408,MONDO:0008233
CHEBI:8028,HP:0002017
CHEBI:31663,UMLS:C0033777
CHEBI:3515,MONDO:0005246
CHEBI:8093,HP:0001945
CHEBI:45951,MONDO:0005090
CHEBI:4907,MONDO:0005298
UNII:4F4X42SYQ6,MONDO:0012105
CHEBI:7447,UMLS:C0275556
CHEBI:4708,MONDO:0005044
CHEBI:45783,MONDO:0011996
CHEBI:553473,UMLS:C0276026
CHEBI:3757,MONDO:0005044
CHEBI:28971,UMLS:C0276088
CHEBI:17650,MONDO:0019122
CHEBI:28680,MONDO:0002334
CHEBI:9012,MONDO:0004784
CHEBI:192617,MONDO:0003471
CHEBI:204928,MONDO:0004522
CHEBI:28748,MONDO:0009348
CHEBI:6817,MONDO:0004247
CHEBI:135047,NCIT:C78302
CHEBI:63607,MESH:D065507
CHEBI:5543,UMLS:C1278807
CHEBI:534,MONDO:0002203
CHEBI:52717,MONDO:0019438
CHEBI:32114,HP:0012531
CHEBI:135499,MONDO:0005044
CHEBI:3638,MONDO:0001601
CHEBI:23765,MONDO:0005867
CHEBI:28971,MONDO:0004264
CHEBI:15854,HP:0002193
CHEBI:135951,MONDO:0005920
CHEBI:4392,MONDO:0005777
CHEBI:50694,MONDO:0001080
CHEBI:16962,UMLS:C0149922
CHEBI:15367,MONDO:0011438
CHEBI:17833,MONDO:0004652
CHEBI:85083,UMLS:C1619727
CHEBI:27834,MONDO:0018935
CHEBI:16962,MONDO:0004577
CHEBI:3561,HP:0025095
UNII:XX73205DH5,MONDO:0005412
UNII:I031V2H011,MONDO:0015564
GO:0016917,MONDO:0021107
CHEBI:90923,MONDO:0005109
CHEBI:18332,MONDO:0005420
CHEBI:17076,UMLS:C0275959
CHEBI:3312,HP:0003111
CHEBI:2673,MONDO:0005027
CHEBI:520985,MONDO:0005277
CHEBI:4636,MONDO:0006004
CHEBI:40303,MONDO:0005311
CHEBI:4754,MONDO:0001461
CHEBI:8356,MONDO:0005180
PUBCHEM.COMPOUND:4786,NCIT:C78302
CHEBI:4953,UMLS:C1562029
CHEBI:135324,HP:0031417
UNII:2URQ2N32W3,HP:0003472
CHEBI:32687,MONDO:0001794
CHEBI:132233,MONDO:0005302
CHEBI:50275,MONDO:0005412
CHEBI:8868,MONDO:0005298
CHEBI:29013,MONDO:0004652
CHEMBL.COMPOUND:CHEMBL2108724,MONDO:0005148
UNII:PQX0D8J21J,MONDO:0000536
CHEBI:31990,NCIT:C78302
CHEBI:85980,UMLS:C0348898
CHEBI:29013,MONDO:0005545
CHEBI:8884,UMLS:C0002915
CHEBI:9352,MONDO:0005306
CHEBI:50694,MONDO:0005664
CHEBI:15428,MONDO:0011786
UNII:F70C5K4786,MONDO:0009693
CHEBI:39867,UMLS:C2711653
CHEBI:94592,MONDO:0005294
CHEBI:4724,NCIT:C50743
CHEBI:3077,MONDO:0015758
CHEBI:135062,HP:0012735
CHEBI:3647,MONDO:0800106
CHEBI:50815,MONDO:0008159
PUBCHEM.COMPOUND:49863420,MONDO:0003529
CHEBI:45979,MONDO:0019444
CHEBI:16914,MONDO:0008383
CHEBI:134837,MONDO:0011122
CHEBI:31182,MONDO:0001134
CHEBI:8378,MONDO:0000004
CHEBI:80343,MONDO:0009877
CHEBI:63611,MONDO:0004522
CHEBI:194474,MONDO:0008231
UNII:9B9691B2N9,MONDO:0002268
UNII:333OX80X87,HP:0006308
CHEBI:94531,MONDO:0019476
CHEBI:59118,EFO:0006911
CHEBI:3077,UMLS:C0406326
CHEBI:49040,MONDO:0021187
UNII:1OQF7TT3PF,MONDO:0006939
CHEBI:2791,MONDO:0013600
CHEBI:73274,UMLS:C3662038
PUBCHEM.COMPOUND:164512666,UMLS:C1561828
CHEBI:18208,MONDO:0005498
CHEBI:100241,MONDO:0005545
CHEBI:9667,MONDO:0006545
CHEBI:133011,MONDO:0005976
CHEBI:8378,MONDO:0015129
CHEBI:161680,UMLS:C0152973
CHEBI:15544,HP:0004415
UNII:LDJ89SS0YG,MONDO:0018906
CHEBI:100241,MONDO:0019345
CHEBI:18248,MONDO:0001860
CHEBI:4903,DOID:14275
CHEBI:4392,MONDO:0019633
CHEBI:5280,UMLS:C0520775
CHEBI:3901,MONDO:0000004
CHEBI:50838,MONDO:0011438
UNII:XX2MN88N5D,UMLS:C0406317
UNII:P76B05O5V6,NCIT:C35272
CHEBI:50690,MONDO:0007759
CHEBI:84500,UMLS:C1692317
CHEBI:5120,MONDO:0007254
CHEBI:134893,MONDO:0006004
CHEBI:48947,UMLS:C0343402
CHEBI:7825,MONDO:0005984
CHEBI:9763,UMLS:C0339933
CHEBI:7443,MONDO:0005178
CHEBI:2946,HP:0000989
CHEBI:31731,MONDO:0006875
CL:0000037,MONDO:0009693
UNII:R17X820ROL,UMLS:C0426639
CHEBI:136052,MONDO:0005148
CHEBI:9123,MONDO:0002050
CHEBI:18208,MONDO:0004842
CHEBI:135276,HP:0012735
UNII:7XL5ISS668,UMLS:C1275317
CHEBI:31397,UMLS:C1318955
CHEBI:3077,MONDO:0008383
CHEBI:17606,UMLS:C0203663
CHEBI:17650,HP:0012027
CHEBI:26580,UMLS:C0277528
CHEBI:124991,MONDO:0005246
UNII:5YL4IQ1078,MONDO:0006640
CHEBI:2955,UMLS:C0729586
CHEBI:9637,MONDO:0005044
CHEBI:28864,UMLS:C4076057
CHEBI:6504,MONDO:0024612
CHEBI:4753,MONDO:0004896
CHEBI:3077,MONDO:0009348
UNII:I031V2H011,UMLS:C5244027
CHEBI:9590,MONDO:0005044
CHEBI:61397,MONDO:0006244
CHEBI:63613,MONDO:0012268
CHEBI:4027,MONDO:0005062
CHEBI:31990,MONDO:0005492
UNII:4F4X42SYQ6,MONDO:0004947
CHEBI:50845,MONDO:0005961
UNII:U50VWW6XH6,MONDO:0035735
PUBCHEM.COMPOUND:6321415,MONDO:0005945
CHEBI:50694,MONDO:0019633
CHEBI:82717,UMLS:C1274355
CHEBI:49662,MONDO:0002471
CHEBI:15891,MONDO:0010789
UNII:2S9ZZM9Q9V,UMLS:C0278678
CHEBI:136702,UMLS:C2585945
CHEBI:478164,UMLS:C0520775
CHEBI:8412,HP:0002069
UNII:6D5766Q4OP,MONDO:0011871
CHEBI:48669,HP:0000134
CHEBI:135782,MONDO:0015758
CHEBI:31625,UMLS:C0423234
CHEBI:6754,HP:0012531
CHEBI:8357,MONDO:0005538
CHEBI:6909,EFO:1001753
CHEBI:3638,MONDO:0008383
CHEBI:28971,MONDO:0005247
CHEBI:44185,MONDO:0001187
UNII:3A189DH42V,UMLS:C0854802
CHEBI:5108,MONDO:0005083
CHEBI:82405,UMLS:C0033777
CHEBI:6931,UMLS:C0079159
CHEBI:134883,MONDO:0011122
CHEBI:114785,MONDO:0009831
CHEBI:7476,MONDO:0011429
CHEBI:16962,MONDO:0043233
CHEBI:135809,MONDO:0005310
CHEBI:50381,MONDO:0018485
CHEBI:135216,MONDO:0005298
CHEBI:31663,MONDO:0006547
CHEBI:161680,UMLS:C0155860
CHEBI:41879,MONDO:0005301
CHEBI:3485,MONDO:0005972
CHEBI:27375,MONDO:0018908
CHEBI:27732,MONDO:0005277
CHEBI:51209,UMLS:C0037195
UNII:55MOB566V7,UMLS:C0339933
CHEBI:3479,UMLS:C0275804
CHEBI:6437,MONDO:0002125
CHEBI:17347,MONDO:0005387
CHEBI:9667,MONDO:0005301
CHEBI:3504,MONDO:0001039
CHEBI:229539,UMLS:C2063075
CHEBI:27504,MONDO:0006047
CHEBI:9073,UMLS:C0002915
UNII:Z633861EIM,MONDO:0018570
CHEBI:28445,MONDO:0007243
CHEBI:28177,MONDO:0004979
UNII:8K80YB5GMG,MONDO:0016168
CHEBI:34683,UMLS:C1959799
CHEBI:146129,UMLS:C0022662
CHEBI:17549,MONDO:0005173
CHEBI:6073,MONDO:0005044
CHEBI:8378,UMLS:C0406486
CHEBI:16914,MONDO:0005984
UNII:55MOB566V7,MONDO:0005867
CHEBI:41879,MONDO:0018908
CHEBI:31439,HP:0000989
CHEBI:2673,UMLS:C0002921
CHEBI:144421,MONDO:0000328
CHEBI:45735,MONDO:0005972
CHEBI:9667,MONDO:0007179
CHEBI:553473,MONDO:0004264
CHEBI:5127,MONDO:0005480
CHEBI:63598,UMLS:C0343402
CHEBI:3077,MONDO:0005101
CHEBI:90933,MONDO:0005090
CHEBI:140427,UMLS:C2585945
UNII:7K5O7P6QIU,MONDO:0004095
CHEBI:72323,MONDO:0005148
CHEBI:63627,MONDO:0002154
CHEBI:474014,UMLS:C0339933
CHEBI:63631,MONDO:0011122
CHEBI:8382,MONDO:0000004
CHEBI:50841,MONDO:0004985
CHEBI:31990,UMLS:C0037195
UNII:P93RUU11P7,MONDO:0020511
CHEBI:93248,MONDO:0003781
CHEBI:7565,MONDO:0005044
CHEBI:5280,UMLS:C0856695
CHEBI:50859,MONDO:0002334
UNII:DLG4EML025,MONDO:0011849
CHEBI:31428,MONDO:0021187
CHEBI:2948,MONDO:0005011
CHEBI:50694,MONDO:0005808
CHEBI:3510,UMLS:C0339933
CHEBI:28177,MONDO:0004979
CHEBI:2914,GO:0090075
CHEBI:161680,MONDO:0005945
CHEBI:3175,MONDO:0006604
CHEBI:85537,MONDO:0003014
CHEBI:93369,MONDO:0005090
CHEBI:9139,MONDO:0005149
CHEBI:42355,MONDO:0002885
UNII:939U7C91AI,MONDO:0021107
CHEBI:9321,MONDO:0004789
CHEBI:5558,MONDO:0005302
CHEBI:194135,UMLS:C0392618
CHEBI:7009,MONDO:0001134
CHEBI:28971,UMLS:C1263758
CHEBI:4325,MONDO:0007915
CHEBI:17833,UMLS:C0276089
CHEBI:32687,MONDO:0003482
CHEBI:5127,MONDO:0019558
CHEBI:8871,MONDO:0024612
CHEBI:38940,MONDO:0005086
CHEBI:93847,MONDO:0005338
CHEBI:9241,HP:0000969
CHEBI:44915,MONDO:0005027
CHEBI:8310,MONDO:0003085
CHEBI:5971,MONDO:0041448
CHEBI:3176,MONDO:0005338
CHEBI:6149,UMLS:C0002921
CHEBI:29007,MONDO:0004277
CHEBI:15365,MONDO:0005709
CHEBI:63618,MONDO:0007759
CHEBI:5123,MONDO:0005485
CHEBI:94411,MONDO:0004247
CHEBI:7824,MONDO:0005384
CHEBI:40279,UMLS:C0558595
UNII:9013DUQ28K,MONDO:0019355
CHEBI:94848,HP:0002017
CHEBI:8863,MONDO:0004976
CHEBI:2955,MONDO:0005867
CHEBI:62984,UMLS:C0849907
CHEBI:8245,UMLS:C0347950
CHEBI:70735,MONDO:0024613
CHEBI:2618,MONDO:0005180
CHEBI:28001,UMLS:C1997728
CHEBI:9667,MONDO:0019122
UNII:LKC0U3A8NJ,MONDO:0004995
UNII:D652ZWF066,HP:0002153
CHEBI:3750,MONDO:0021187
CHEBI:63584,MONDO:0008315
CHEBI:27779,MONDO:0000242
CHEBI:18332,MONDO:0005397
PUBCHEM.COMPOUND:44398819,UMLS:C0554628
CHEBI:45652,UMLS:C0002915
UNII:ZL1R02VT79,MONDO:0004728
CHEBI:50848,HP:0100583
CHEBI:8378,UMLS:C0406326
CHEBI:63612,MONDO:0004963
CHEBI:82405,MONDO:0006547
CHEBI:68554,UMLS:C0282193
CHEBI:135326,HP:0012735
CHEBI:404903,UMLS:C0276026
CHEBI:134716,MONDO:0005090
CHEBI:41423,MONDO:0008383
CHEBI:50690,MONDO:0018328
CHEBI:176399,UMLS:C0342882
CHEBI:6888,MONDO:0005377
UNII:91X1KLU43E,MONDO:0008383
CHEBI:28971,MONDO:0020920
CHEBI:100241,EFO:1001753
CHEBI:5165,MONDO:0005027
UNII:090IP5RV8F,MONDO:0004652
CHEBI:7566,MONDO:0001444
CHEBI:136021,UMLS:C0033775
CHEBI:3723,MONDO:0002050
CHEBI:17401,UMLS:C0412375
CHEBI:30863,UMLS:C1562029
CHEBI:17650,MONDO:0004577
CHEBI:64356,MONDO:0001942
CHEBI:6817,HP:0000020
CHEBI:94461,MONDO:0005044
CHEBI:43968,MONDO:0006670
CHEBI:471744,UMLS:C1263758
CHEBI:71200,MONDO:0008383
CHEBI:50838,UMLS:C3160898
CHEBI:75832,MONDO:0001239
CHEBI:3240,MONDO:0006014
CHEBI:72317,MONDO:0005086
CHEBI:16962,MONDO:0003085
CHEBI:75998,UMLS:C0278987
CHEBI:2682,UMLS:C1997322
CHEBI:2682,MONDO:0011438
UNII:5384HK7574,UMLS:C0346993
CHEBI:47544,MONDO:0100338
CHEBI:6775,MONDO:0005101
CHEBI:59343,MONDO:0004652
UNII:43K1W2T1M6,MONDO:0005647
CHEBI:149601,UMLS:C0543822
CHEBI:7660,UMLS:C0343886
CHEBI:3697,MONDO:0020920
CHEBI:2946,MONDO:0005324
CHEBI:16134,MONDO:0006608
CHEBI:31355,MONDO:0005447
CHEBI:5108,MONDO:0004980
CHEBI:9763,MONDO:0005970
CHEBI:7596,MONDO:1030007
CHEBI:64045,UMLS:C0221765
CHEBI:6888,UMLS:C0033777
CHEBI:9763,MONDO:0100338
CHEBI:41879,MONDO:0009691
CHEBI:35022,MONDO:0002026
CHEBI:27470,UMLS:C0032961
CHEBI:6888,MONDO:0007179
CHEBI:28834,UMLS:C0424620
CHEBI:16962,MONDO:0006684
UNII:A57KX1VL5P,MONDO:0010604
CHEBI:404903,UMLS:C0269398
CHEBI:6888,MONDO:0001198
CHEBI:553473,MONDO:0005249
CHEBI:4392,UMLS:C0149966
CHEBI:136013,HP:0001742
UNII:305EB53128,MONDO:0005393
CHEBI:116278,UMLS:C0339933
CHEBI:6432,MONDO:0005654
CHEBI:140376,UMLS:C0577708
CHEBI:9139,MONDO:0005362
CHEBI:134730,MONDO:0005812
CHEBI:27436,UMLS:C0546981
UNII:D6OMY2L0WA,MONDO:0018905
CHEBI:3499,MONDO:0005970
UNII:2URQ2N32W3,MONDO:0008159
CHEBI:9667,UMLS:C0406317
CHEBI:3306,MONDO:0008159
CHEBI:3746,MONDO:0005970
CHEBI:9667,MONDO:0004979
CHEBI:90972,MONDO:0004247
CHEBI:38010,MONDO:0005393
CHEBI:28934,MONDO:0100471
CHEBI:63726,MONDO:0005314
PUBCHEM.COMPOUND:49863420,UMLS:C0276026
CHEBI:8310,MONDO:0002307
CHEBI:16094,UMLS:C0413645
CHEBI:8378,MONDO:0011786
CHEBI:59788,MONDO:0011786
UNII:N7T15V1FUY,MONDO:0015229
CHEBI:27902,UMLS:C0275665
CHEBI:50845,MONDO:0019186
CHEBI:2676,MONDO:0020920
UNII:N658GY6L3E,UMLS:C5419539
CHEBI:17630,MONDO:0006816
CHEBI:9587,UMLS:C1997728
CHEBI:17650,MONDO:0005393
UNII:OP35X9610Y,HP:0034323
CHEBI:27732,HP:0002829
CHEBI:91495,MONDO:0004849
CHEBI:6888,MONDO:0015129
CHEBI:63638,UMLS:C2711653
CHEBI:71260,HP:0003124
CHEBI:31684,MONDO:0004979
CHEBI:68478,MONDO:0004989
CHEBI:135829,UMLS:C0275665
UNII:91X1KLU43E,MONDO:0018456
CHEBI:209807,MONDO:0000744
CHEBI:8093,MONDO:0011786
CHEBI:17347,MONDO:0009047
CHEBI:64733,UMLS:C0558595
CHEBI:32114,MONDO:0021146
CHEBI:4672,MONDO:0008315
CHEBI:9168,MONDO:0006277
CHEBI:6762,MONDO:0005492
UNII:G9WJT6RD29,MONDO:0001068
CHEBI:553473,HP:0002783
UNII:HW3H7D91F6,MONDO:0007064
UNII:8M7V7Q6537,MONDO:0010526
CHEBI:173077,MONDO:0018906
CHEBI:31624,UMLS:C1532514
CHEBI:8378,MONDO:0009691
CHEBI:205919,HP:0033120
CHEBI:4392,UMLS:C0729586
CHEBI:9321,MONDO:0005945
CHEBI:9763,MONDO:0005972
CHEBI:84115,MONDO:0007448
CHEBI:135560,HP:0004308
PUBCHEM.COMPOUND:60918,UMLS:C0267509
UNII:5IB2J79MCX,MONDO:0100491
CHEBI:29013,MONDO:0001125
PUBCHEM.COMPOUND:71668407,UMLS:C0400968
CHEBI:209807,UMLS:C0554628
CHEBI:5118,MONDO:0002050
CHEBI:3515,MONDO:0005945
CHEBI:194135,UMLS:C0155860
UNII:09118300L7,MONDO:0005148
CHEBI:94807,MONDO:0001103
CHEBI:9437,MONDO:0005096
CHEBI:8713,MONDO:0005252
CHEBI:16962,MONDO:0001405
CHEBI:31625,MONDO:0004773
CHEBI:3716,MONDO:0100338
CHEBI:100246,UMLS:C1278797
CHEBI:404903,UMLS:C0694549
CHEBI:31677,MONDO:0010481
CHEBI:33130,MONDO:0004247
CHEBI:63626,UMLS:C3854116
UNII:3JB47N2Q2P,MONDO:0005301
CHEBI:8378,UMLS:C0854211
CHEBI:3011,MONDO:0005044
CHEBI:8455,MONDO:0005136
CHEBI:40303,HP:0003124
CHEBI:135117,MONDO:0018076
DrugCentral:5160,MONDO:0001239
CHEBI:135404,MONDO:0005044
CHEBI:8378,MONDO:0011849
UNII:5IB2J79MCX,MONDO:0022205
CHEBI:29013,MONDO:0005230
CHEBI:157175,UMLS:C0275665
CHEBI:28830,MONDO:0007254
CHEBI:4046,HP:0000989
CHEBI:63577,MONDO:0012268
CHEBI:18208,UMLS:C0588233
CHEBI:46081,MONDO:0005723
CHEBI:51041,MONDO:0007079
CHEBI:15428,HP:0001742
UNII:1N9O74Y20W,UMLS:C0034606
UNII:0T4IMT8S5Z,UMLS:C4528668
CHEBI:100246,HP:0002783
CHEBI:2682,UMLS:C0153254
CHEBI:45924,UMLS:C0520775
CHEBI:9667,MONDO:0000004
CHEBI:5127,UMLS:C0406317
CHEBI:3638,MONDO:0019558
CHEBI:74460,MONDO:0005984
UNII:CU8D464EDW,HP:0001510
CHEBI:3387,MONDO:0005754
CHEBI:3219,MONDO:0011122
CHEBI:46345,MONDO:0000956
CHEBI:4706,UMLS:C0002915
CHEBI:135775,MONDO:0005090
CHEBI:31990,MONDO:0007448
UNII:37CQ2C7X93,MONDO:0016168
CHEBI:15422,HP:0005115
CHEBI:78540,UMLS:C1321482
CHEBI:5134,MONDO:0004849
CHEBI:61080,MONDO:0015758
CHEBI:17115,MONDO:0005247
CHEBI:190513,MONDO:0008159
CHEBI:9741,MONDO:0005642
CHEBI:135285,MONDO:0005148
CHEBI:4784,MONDO:0005252
CHEBI:18208,MONDO:0005119
CHEBI:53766,MONDO:0008559
CHEBI:51209,MONDO:0011786
UNII:09495UIM6V,MONDO:0022205
CHEBI:27446,MONDO:0001266
CHEBI:7824,HP:0002349
CHEBI:9328,UMLS:C1720498
CHEBI:7601,MONDO:0007186
CHEBI:94758,MONDO:0007186
CHEBI:3112,MONDO:0001945
CHEBI:5530,UMLS:C0729587
CHEBI:17650,MONDO:0004967
CHEBI:62984,MONDO:0004872
CHEBI:3738,MONDO:0005492
CHEBI:82941,MONDO:0005109
CHEBI:2955,UMLS:C0275804
CHEBI:135328,MONDO:0000736
CHEBI:82702,MONDO:0005098
CHEBI:71023,MONDO:0005642
CHEBI:41879,MONDO:0010481
CHEBI:4646,MONDO:0005041
CHEBI:135876,MONDO:0001187
CHEBI:8382,MONDO:0005393
CHEBI:53760,MONDO:0013600
CHEBI:64317,HP:0031274
CHEBI:28918,MONDO:0850283
CHEBI:29013,UMLS:C1997728
CHEBI:28748,MONDO:0001056
CHEBI:17561,MONDO:0004822
CHEBI:39669,MONDO:0005178
UNII:PQX0D8J21J,MONDO:0005595
CHEBI:7936,MONDO:0002009
CHEBI:3697,UMLS:C0684256
CHEBI:5280,UMLS:C0276026
UNII:6QVL057INT,UMLS:C1304306
CHEBI:42797,MONDO:0005277
CHEBI:5088,HP:0000017
CHEBI:50694,MONDO:0005683
CHEBI:194474,HP:0012344
CHEBI:17650,MONDO:0007915
CHEBI:16962,MONDO:0005328
CHEBI:17650,UMLS:C2894027
CHEBI:134857,MONDO:0004979
CHEBI:6690,MONDO:0041086
UNII:CEGM9YBNGD,MONDO:0015277
CHEBI:3547,UMLS:C0520775
CHEBI:16962,MONDO:0006554
CHEBI:194135,MONDO:0006939
PUBCHEM.COMPOUND:49863420,MONDO:0005195
CHEBI:6909,UMLS:C0023886
UNII:420K487FSG,MONDO:0004979
CHEBI:28925,MONDO:0011996
CHEBI:34683,MONDO:0100338
CHEBI:29007,UMLS:C0149966
CHEBI:36560,UMLS:C0006434
CHEBI:70746,HP:0002625
CHEBI:9615,MONDO:0011057
CHEBI:133011,MONDO:0005777
CHEBI:31933,MONDO:0005642
CHEBI:63631,MONDO:0005754
CHEBI:16962,MONDO:0005377
CHEBI:7660,MONDO:0005886
CHEBI:3515,MONDO:0002186
CHEBI:8597,MONDO:0002050
CHEBI:7983,UMLS:C0002915
CHEBI:8874,MONDO:0004975
CHEBI:49668,MONDO:0005233
CHEBI:3534,MONDO:0005247
CHEBI:2946,HP:0025095
CHEBI:554446,MONDO:0005545
CHEBI:3127,MONDO:0004981
CHEBI:7476,MONDO:0002471
CHEBI:63611,UMLS:C0276026
CHEBI:94402,MONDO:0005642
CHEBI:27902,MONDO:0005683
UNII:YB18NF020M,MONDO:0019100
CHEBI:10023,MONDO:0042233
CHEBI:2637,MONDO:0006753
CHEBI:8461,MONDO:0005492
CHEBI:107736,UMLS:C0267176
CHEBI:30746,UMLS:C0232058
UNII:C3VX249T6L,MONDO:0016244
CHEBI:8378,MONDO:0008538
CHEBI:81302,HP:0012735
CHEBI:40303,UMLS:C0342882
CHEBI:135983,MONDO:0008159
CHEBI:77590,MONDO:0021107
CHEBI:18208,MONDO:0040923
CHEBI:135939,MONDO:0005027
CHEBI:31183,HP:0012531
CHEBI:28621,HP:0030788
CHEBI:29708,MONDO:0009412
CHEBI:41879,MONDO:0850283
CHEBI:3387,MONDO:0024612
UNII:Z80293URPV,MONDO:0005314
CHEBI:61276,HP:0012735
CHEBI:6437,MONDO:0005027
CHEBI:63611,MONDO:0005867
CHEBI:50690,MONDO:0005347
